plasmid_0;49_5-,32_0-,44_2-,40_0+,47_1+,103_0+,44_0-,50_1-,35_0-,39_0-,27_1-,42_2-,48_1+,81_2-,36_1+,81_1+,42_0+,22_0+,50_0+,29_0-,90_0-,49_3-,43_0-,39_1-,31_0+,96_0-,49_0-,29_0-
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 49_5	1.0	0.52832674571805	1	759
# 32_0	0.8983341499265066	0.5629593336599706	1	4082
# 44_2	0.9675126903553299	0.5482233502538071	1	985
# 40_0	0.5252525252525253	0.296969696969697	1	1485
# 47_1	0.0	0.35406091370558374	1	788
# 103_0	0.0	0.5416666666666666	1	24
# 44_0	0.9675126903553299	0.5482233502538071	1	985
# 50_1	1.0	0.5692729766803841	1	729
# 35_0	0.7981927710843374	0.48569277108433734	1	2656
# 39_0	0.8238841978287093	0.33172496984318456	1	1658
# 27_1	0.8191099058861062	0.5567607805604297	1	18807
# 42_2	1.0	0.48626144879267275	1	1201
# 48_1	0.9871299871299871	0.5328185328185329	1	777
# 81_2	0.0	0.3984375	1	128
# 36_1	0.7664724338861497	0.45271178843567905	1	2231
# 81_1	0.0	0.3984375	1	128
# 42_0	1.0	0.48626144879267275	1	1201
# 22_0	0.8634957764782326	0.4982975958414555	1	38475
# 50_0	1.0	0.5692729766803841	1	729
# 29_0	0.8941578712650513	0.5202913631633714	1	6727
# 90_0	1.0	0.47540983606557374	1	61
# 49_3	1.0	0.52832674571805	1	759
# 43_0	0.5075690115761353	0.5084594835262689	1	1123
# 39_1	0.8238841978287093	0.33172496984318456	1	1658
# 31_0	0.9669321747525947	0.5278783490224475	1	4143
# 96_0	0.0	0.4117647058823529	1	34
# 49_0	1.0	0.52832674571805	1	759
# 29_0	0.8941578712650513	0.5202913631633714	1	6727

plasmid_1;22_1-,42_1-,48_0+,81_0-,36_0+,96_2+,26_0+,49_1+,90_3+,28_0+,49_4+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 22_1	0.8634957764782326	0.4982975958414555	1	38475
# 42_1	1.0	0.48626144879267275	1	1201
# 48_0	0.9871299871299871	0.5328185328185329	1	777
# 81_0	0.0	0.3984375	1	128
# 36_0	0.7664724338861497	0.45271178843567905	1	2231
# 96_2	0.0	0.4117647058823529	1	34
# 26_0	0.8288012255840674	0.5206338567598621	1	20888
# 49_1	1.0	0.52832674571805	1	759
# 90_3	1.0	0.47540983606557374	1	61
# 28_0	0.9479104919976289	0.5754297569650266	1	13496
# 49_4	1.0	0.52832674571805	1	759

plasmid_2;44_1+,103_1-,53_1-,90_1-,49_2-,33_0-,90_4-
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 44_1	0.9675126903553299	0.5482233502538071	1	985
# 103_1	0.0	0.5416666666666666	1	24
# 53_1	0.982824427480916	0.601145038167939	1	524
# 90_1	1.0	0.47540983606557374	1	61
# 49_2	1.0	0.52832674571805	1	759
# 33_0	0.6521515073434682	0.5112084514300438	1	3881
# 90_4	1.0	0.47540983606557374	1	61

plasmid_3;16_0+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 16_0	0.8667282295878571	0.4892548794592026	1	111539

plasmid_4;27_0+
#Contig	Gene_coverage	GC_cont	Read_depth	Length
# 27_0	0.8191099058861062	0.5567607805604297	1	18807

